Rok,Miesiąc,Rodzaj świadczenia,Rozopznanie (Kod ICD-10),Liczba świadczeń,Kategoria
2022,czerwiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),71,Rowerzyści
2022,czerwiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),85,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),25,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),27,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2022,czerwiec,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",55,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),79,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),196,Rowerzyści
2022,czerwiec,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),156,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),326,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),96,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),58,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",373,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),16,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),6,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),8,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),50,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),154,Rowerzyści
2022,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),168,Rowerzyści
2022,czerwiec,pozostałe,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),11,Rowerzyści
2022,czerwiec,pozostałe,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2022,czerwiec,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",42,Rowerzyści
2022,czerwiec,pozostałe,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,czerwiec,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),24,Rowerzyści
2022,czerwiec,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),60,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),7,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),15,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",52,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),21,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),137,Rowerzyści
2022,lipiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),101,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),13,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),6,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",32,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),30,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),80,Rowerzyści
2022,lipiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),125,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),16,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),10,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),5,Rowerzyści
2022,lipiec,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",56,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),69,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),143,Rowerzyści
2022,lipiec,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),138,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),338,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),102,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),32,Rowerzyści
2022,lipiec,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",303,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),12,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),17,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),9,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),62,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),148,Rowerzyści
2022,lipiec,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),169,Rowerzyści
2022,lipiec,pozostałe,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2022,lipiec,pozostałe,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2022,lipiec,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",97,Rowerzyści
2022,lipiec,pozostałe,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2022,lipiec,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),13,Rowerzyści
2022,lipiec,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),177,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),17,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),24,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",70,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),23,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),159,Rowerzyści
2022,sierpień,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),111,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),7,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),11,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",32,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),45,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),95,Rowerzyści
2022,sierpień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),125,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),16,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),31,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),5,Rowerzyści
2022,sierpień,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",38,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),87,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),143,Rowerzyści
2022,sierpień,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),201,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),337,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),104,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),40,Rowerzyści
2022,sierpień,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",325,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),14,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),9,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),64,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),140,Rowerzyści
2022,sierpień,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),185,Rowerzyści
2022,sierpień,pozostałe,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2022,sierpień,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",26,Rowerzyści
2022,sierpień,pozostałe,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),11,Rowerzyści
2022,sierpień,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),11,Rowerzyści
2022,sierpień,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),131,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),7,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",53,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),10,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),78,Rowerzyści
2022,wrzesień,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),79,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),7,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),7,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",29,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),36,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),81,Rowerzyści
2022,wrzesień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),135,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),10,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),14,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),8,Rowerzyści
2022,wrzesień,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",35,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),43,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),91,Rowerzyści
2022,wrzesień,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),102,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),237,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),71,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),19,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",225,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),9,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),34,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),74,Rowerzyści
2022,wrzesień,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),92,Rowerzyści
2022,wrzesień,pozostałe,Rowerzysta ranny w kolizji z innym rowerzystą (V11),26,Rowerzyści
2022,wrzesień,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2022,wrzesień,pozostałe,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),35,Rowerzyści
2022,wrzesień,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),37,Rowerzyści
2022,wrzesień,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),290,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),6,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",33,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),13,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),52,Rowerzyści
2022,październik,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),55,Rowerzyści
2022,październik,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
